A1,A2,A3,A4,A5,ranking
0.64587,-1.633122,0.1998,0.115412,-1.196801,c>e>b>a>d
0.611018,-1.600161,0.245581,0.204588,-1.18806,c>e>b>a>d
0.64587,-1.567201,0.337144,0.449822,-1.231768,c>e>b>a>d
0.680722,-1.600161,0.337144,0.293764,-1.284217,c>e>b>a>d
0.738809,-1.644108,0.154018,0.137706,-1.284217,c>e>b>a>d
0.796896,-1.578188,0.428707,0.04853,-1.284217,c>e>b>a>d
0.762044,-1.633122,0.291363,-0.062939,-1.301701,c>e>b>a>d
0.773661,-1.655095,0.566051,-0.152115,-1.397858,c>e>b>a>d
0.738809,-1.666082,0.291363,-0.285879,-1.441566,c>e>b>a>d
0.738809,-1.666082,0.337144,-0.241291,-1.45905,c>e>b>a>d
0.692339,-1.644108,0.337144,-0.241291,-1.537724,c>e>b>a>d
0.64587,-1.633122,-0.029107,-0.263585,-1.62514,c>e>b>a>d
0.634253,-1.666082,-0.12067,-0.352761,-1.598916,c>e>b>a>d
0.785278,-1.633122,-0.029107,-0.285879,-1.476533,c>e>b>a>d
0.622635,-1.666082,-0.12067,-0.375055,-1.546466,c>e>b>a>d
0.564548,-1.885818,0.245581,-0.375055,-2.070963,c>e>b>a>d
0.541314,-1.995685,0.245581,-0.464231,-2.298245,c>b>e>a>d
0.657487,-1.995685,0.291363,-0.464231,-2.315728,c>e>b>a>d
0.669105,-2.028646,0.566051,-0.218997,-2.228312,c>e>b>a>d
0.599401,-2.050619,0.566051,-0.107527,-2.202087,c>b>e>a>d
0.587783,-1.984699,0.428707,0.003943,-2.245795,c>b>e>a>d
0.692339,-2.006672,0.428707,0.026236,-2.21957,c>b>e>a>d
0.959539,-1.80891,0.474489,0.04853,-2.149638,c>e>b>a>d
1.052477,-1.644108,0.382926,0.182294,-2.027255,c>e>b>a>d
0.982773,-1.292531,0.657614,0.828819,-1.721298,c>b>e>a>d
0.854982,-1.171677,0.749177,0.873407,-1.668849,c>b>e>a>d
0.854982,-1.215624,0.886522,0.739643,-1.703815,c>b>e>a>d
1.006008,-1.314505,0.52027,0.962583,-1.799973,c>b>e>a>d
1.04086,-1.446346,0.428707,1.163229,-1.738781,c>b>e>a>d
0.831748,-1.391412,0.245581,1.319287,-1.651365,c>b>e>a>d
0.8666,-1.325492,0.291363,1.319287,-1.660107,c>b>e>a>d
0.924686,-1.237597,0.382926,1.140935,-1.642624,c>b>e>a>d
1.064095,-1.336478,0.245581,0.962583,-1.616399,c>b>e>a>d
1.098947,-1.358452,-0.12067,0.940289,-1.546466,c>b>e>a>d
1.273207,-1.578188,-0.670048,1.074053,-1.4066,c>b>e>a>d
1.226738,-1.534241,-0.76161,0.895701,-1.450308,c>b>e>a>d
1.308059,-1.402399,-0.532703,1.296993,-1.074418,c>b>e>a>d
1.21512,-1.490293,-0.44114,1.185523,-1.18806,c>b>e>a>d
1.331294,-1.446346,-0.486922,1.319287,-1.223026,c>b>e>a>d
1.249972,-1.534241,-0.258015,1.296993,-0.969519,c>b>e>a>d
0.959539,-1.633122,-0.212233,1.252405,-0.777203,c>b>a>e>d
0.854982,-1.490293,-0.166452,1.096347,-0.838395,c>b>a>e>d
0.936304,-1.545227,0.062456,0.940289,-0.960777,c>b>a>e>d
1.029243,-1.622135,-0.258015,1.007171,-1.03071,c>b>a>e>d
1.064095,-1.633122,-0.349577,0.828819,-1.100643,c>b>a>e>d
0.936304,-1.655095,-0.349577,0.761937,-1.118127,c>b>a>e>d
0.889834,-1.622135,-0.624266,0.784231,-1.214284,c>b>a>e>d
0.924686,-1.556214,-0.990518,0.561292,-1.35415,c>b>a>e>d
0.831748,-1.556214,-0.944736,0.672762,-1.266734,c>b>a>e>d
0.762044,-1.688055,-1.082081,0.49441,-1.345409,c>b>e>a>d
0.8666,-1.666082,-1.402551,0.38294,-1.415342,c>b>e>a>d
0.959539,-1.666082,-1.539895,0.182294,-1.432825,c>b>e>a>d
1.052477,-1.710029,-1.539895,0.204588,-1.389117,c>b>e>a>d
1.075712,-1.721016,-1.402551,0.27147,-1.397858,c>b>e>a>d
1.145416,-1.710029,-1.265206,0.717349,-1.4066,c>b>e>a>d
1.145416,-1.710029,-1.265206,0.628174,-1.397858,c>b>e>a>d
1.145416,-1.732003,-1.082081,0.672762,-1.389117,c>b>e>a>d
1.075712,-1.786937,-1.219425,0.672762,-1.424083,c>b>e>a>d
0.971156,-1.764963,-1.127862,0.717349,-1.424083,c>b>e>a>d
0.913069,-1.77595,-1.127862,0.717349,-1.450308,c>b>e>a>d
0.971156,-1.358452,-1.127862,0.873407,-1.476533,c>b>e>a>d
0.971156,-1.303518,-1.173643,0.851113,-1.511499,c>b>a>e>d
0.936304,-1.325492,-1.082081,1.007171,-1.502758,c>b>a>e>d
0.936304,-1.270558,-1.036299,1.230111,-1.528983,c>b>a>e>d
0.854982,-1.281545,-1.173643,1.207817,-1.572691,b>c>a>e>d
0.8666,-1.303518,-1.219425,1.34158,-1.651365,b>c>a>e>d
0.854982,-1.292531,-1.219425,1.430756,-1.721298,b>c>a>e>d
0.913069,-1.270558,-1.127862,1.586814,-1.660107,b>c>a>e>d
0.901452,-1.094769,-1.036299,2.032693,-1.67759,b>c>a>e>d
0.947921,-1.039835,-1.036299,2.300221,-1.563949,b>c>a>e>d
0.901452,-0.984901,-0.990518,2.233339,-1.555208,b>c>a>e>d
0.843365,-0.918981,-0.990518,1.943518,-1.633882,b>c>a>e>d
0.831748,-0.842073,-0.898955,1.988106,-1.616399,b>c>a>e>d
0.8666,-0.842073,-0.898955,1.698284,-1.424083,b>c>a>e>d
0.901452,-0.842073,-0.898955,2.121869,-1.389117,b>c>a>e>d
1.04086,-0.929968,-0.898955,2.032693,-1.362892,b>c>a>e>d
1.017625,-1.050822,-1.082081,1.720578,-1.380375,b>c>a>e>d
1.017625,-1.006875,-1.173643,1.854342,-1.415342,b>c>a>e>d
0.913069,-1.12773,-1.265206,1.56452,-1.4066,b>c>a>e>d
0.878217,-0.995888,-1.265206,1.45305,-1.35415,b>c>a>e>d
0.843365,-0.918981,-1.219425,1.720578,-1.266734,b>c>a>e>d
0.831748,-0.918981,-1.082081,1.809754,-1.240509,b>c>a>e>d
0.808513,-0.940954,-1.036299,1.742872,-1.266734,b>c>a>e>d
0.796896,-0.929968,-1.036299,1.832048,-1.223026,b>c>a>e>d
0.843365,-0.787139,-0.898955,1.832048,-1.170576,b>c>a>e>d
0.8666,-0.765166,-0.944736,2.032693,-0.952036,c>b>a>e>d
0.82013,-0.765166,-1.082081,2.166457,-0.829653,b>c>a>e>d
0.808513,-0.787139,-0.990518,1.720578,-0.750979,c>b>a>e>d
0.889834,-0.622338,-1.082081,1.765166,-0.733495,c>b>a>e>d
0.913069,-0.567404,-1.082081,2.054987,-0.987002,c>b>a>e>d
0.901452,-0.611351,-1.310988,1.720578,-0.952036,c>b>a>e>d
0.762044,-0.655298,-1.127862,1.742872,-0.847136,c>b>a>e>d
0.738809,-0.589377,-1.036299,1.631402,-0.917069,c>b>a>e>d
0.727191,-0.556417,-0.944736,1.542226,-0.847136,c>b>a>e>d
0.703957,-0.435562,-0.44114,1.631402,-0.882103,b>c>a>e>d
0.738809,-0.490496,-0.44114,1.698284,-0.952036,b>c>a>e>d
0.808513,-0.435562,-0.349577,1.586814,-0.882103,b>c>a>e>d
0.843365,-0.391615,-0.670048,1.78746,-0.847136,b>c>a>e>d
0.843365,-0.347668,-0.807392,1.965812,-0.847136,b>c>a>e>d
0.854982,-0.347668,-0.486922,1.988106,-0.820912,b>c>a>e>d
0.947921,-0.380628,-0.76161,2.121869,-0.777203,b>c>e>a>d
0.843365,-0.479509,-0.944736,1.876636,-0.663562,b>c>e>a>d
0.843365,-0.435562,-0.898955,1.89893,-0.750979,b>c>e>a>d
0.82013,-0.424576,-1.082081,1.89893,-0.803428,b>c>a>e>d
0.762044,-0.446549,-1.082081,1.965812,-0.81217,b>c>a>e>d
0.808513,-0.446549,-1.082081,2.166457,-0.794687,b>c>a>e>d
0.750426,-0.435562,-1.127862,2.211045,-0.707271,b>c>a>e>d
0.750426,-0.413589,-0.944736,2.478573,-0.689787,b>c>a>e>d
0.773661,-0.380628,-1.036299,2.144163,-0.707271,b>c>a>e>d
0.82013,-0.380628,-0.990518,2.054987,-0.785945,b>c>a>e>d
0.750426,-0.446549,-0.853173,2.077281,-0.75972,b>c>a>e>d
0.785278,-0.435562,-0.807392,2.188751,-0.768462,b>c>a>e>d
0.82013,-0.413589,-0.715829,2.478573,-0.663562,b>c>a>e>d
0.831748,-0.457536,-0.715829,2.567749,-0.672304,b>c>a>e>d
0.971156,-0.51247,-0.486922,2.634631,-0.663562,b>c>a>e>d
1.017625,-0.490496,-0.349577,2.523161,-0.558663,b>c>a>e>d
0.971156,-0.369642,-0.395359,2.456279,-0.453764,b>c>a>e>d
0.959539,-0.358655,-0.395359,2.322515,-0.313898,b>c>a>e>d
0.947921,-0.358655,-0.578485,2.211045,-0.401314,b>c>a>e>d
0.913069,-0.435562,-0.44114,2.233339,-0.514955,b>c>a>e>d
0.936304,-0.413589,-0.486922,1.965812,-0.584888,b>c>a>e>d
0.913069,-0.446549,-0.349577,1.943518,-0.549921,b>c>a>e>d
0.947921,-0.446549,-0.303796,1.965812,-0.48873,b>c>a>e>d
0.924686,-0.479509,-0.532703,1.988106,-0.497472,b>c>a>e>d
0.971156,-0.501483,-0.395359,1.89893,-0.445022,b>c>a>e>d
1.064095,-0.457536,-0.349577,2.032693,-0.462505,b>c>a>e>d
1.029243,-0.435562,-0.349577,2.077281,-0.43628,b>c>a>e>d
1.075712,-0.347668,-0.349577,1.988106,-0.497472,b>c>a>e>d
0.982773,-0.347668,-0.395359,1.988106,-0.549921,b>c>a>e>d
1.006008,-0.2378,-0.395359,1.988106,-0.663562,b>c>a>e>d
0.831748,-0.20484,-0.44114,2.054987,-0.689787,b>c>a>e>d
0.715574,-0.20484,-0.44114,1.832048,-0.75972,b>c>a>e>d
0.727191,-0.325694,-0.44114,1.765166,-0.742237,b>c>a>e>d
0.692339,-0.270761,-0.212233,1.832048,-0.576146,b>c>a>e>d
0.703957,-0.281747,-0.349577,1.876636,-0.619854,c>b>a>e>d
0.727191,-0.182866,-0.303796,1.876636,-0.733495,c>b>a>e>d
0.750426,-0.105959,-0.258015,1.965812,-0.576146,c>b>a>e>d
0.727191,-0.127932,-0.303796,2.010399,-0.523697,c>b>a>e>d
0.657487,-0.160893,-0.44114,1.988106,-0.497472,c>b>a>e>d
0.622635,-0.149906,-0.395359,1.988106,-0.479988,c>b>a>e>d
0.587783,-0.094972,-0.12067,1.988106,-0.445022,c>b>a>e>d
0.599401,-0.193853,-0.166452,1.921224,-0.445022,b>c>a>d>e
0.669105,-0.17188,-0.349577,1.965812,-0.366347,b>c>a>e>d
0.703957,-0.149906,-0.303796,2.010399,-0.27019,b>c>a>e>d
0.715574,-0.018065,-0.258015,2.077281,-0.16529,b>c>a>d>e
0.715574,0.014896,-0.303796,2.054987,-0.095357,b>c>a>d>e
0.715574,-0.018065,-0.258015,2.121869,-0.156549,b>c>a>e>d
0.680722,0.003909,-0.12067,2.121869,-0.130324,b>c>a>d>e
0.64587,0.003909,-0.074889,2.389397,-0.130324,b>c>a>e>d
0.541314,0.036869,0.016674,2.590043,-0.252706,b>c>a>e>d
0.494844,0.047856,0.1998,2.500867,-0.366347,b>c>a>e>d
0.541314,0.014896,0.108237,2.433985,-0.549921,b>c>a>e>d
0.552931,0.047856,0.154018,2.166457,-0.698529,b>c>a>e>d
0.564548,0.047856,0.154018,2.344809,-0.654821,b>c>a>d>e
0.529696,-0.051025,0.154018,2.144163,-0.479988,b>a>c>d>e
0.599401,-0.083985,0.245581,2.077281,-0.410056,b>a>c>d>e
0.796896,0.058843,0.382926,2.121869,-0.27019,b>c>a>d>e
0.785278,0.091803,0.382926,2.188751,-0.261448,b>c>a>d>e
0.680722,0.003909,0.291363,2.032693,-0.313898,b>c>a>d>e
0.703957,0.003909,0.291363,2.032693,-0.462505,b>c>a>d>e
0.703957,-0.029051,0.291363,1.832048,-0.479988,b>c>a>d>e
0.773661,-0.040038,0.245581,2.188751,-0.506213,b>c>a>d>e
0.796896,-0.018065,0.291363,2.010399,-0.497472,b>c>a>d>e
0.82013,0.003909,0.337144,2.010399,-0.532438,b>c>a>d>e
0.785278,0.014896,0.382926,2.032693,-0.567405,b>c>a>d>e
0.750426,0.014896,0.382926,2.077281,-0.523697,b>c>a>d>e
0.773661,0.025883,0.474489,2.054987,-0.619854,b>c>a>d>e
0.82013,0.025883,0.337144,2.144163,-0.724754,b>c>a>e>d
0.889834,0.058843,0.337144,2.166457,-0.716012,b>c>a>e>d
0.773661,0.025883,0.108237,2.233339,-0.847136,b>c>a>e>d
0.692339,0.025883,-0.212233,2.099575,-0.672304,b>a>c>d>e
0.738809,0.245618,0.108237,2.367103,-0.375089,b>a>c>d>e
0.959539,0.014896,0.245581,2.166457,-0.479988,b>a>c>e>d
0.994391,-0.138919,0.154018,2.211045,-0.681046,b>c>a>e>d
0.994391,-0.138919,0.108237,2.255633,-0.532438,b>c>a>e>d
1.006008,-0.193853,0.108237,1.854342,-0.681046,b>c>a>e>d
1.029243,-0.336681,0.062456,1.631402,-0.689787,b>c>a>e>d
1.133799,-0.215827,0.062456,1.475344,-0.445022,b>c>a>e>d
1.122182,-0.259774,-0.12067,1.408462,-0.392572,b>c>a>e>d
1.098947,-0.127932,-0.12067,1.319287,-0.366347,b>c>a>e>d
1.087329,-0.127932,-0.074889,1.34158,-0.340123,b>c>a>e>d
1.168651,-0.138919,-0.029107,1.252405,-0.331381,b>c>a>e>d
1.319677,-0.160893,0.154018,1.386168,-0.21774,b>c>a>e>d
1.342911,-0.149906,0.108237,1.542226,-0.077874,b>c>a>e>d
1.284824,-0.149906,0.154018,1.475344,-0.208998,b>c>a>e>d
1.226738,-0.182866,0.062456,1.296993,-0.331381,b>c>a>e>d
1.122182,-0.248787,0.154018,1.140935,-0.471247,b>c>a>e>d
1.110564,-0.248787,0.108237,1.185523,-0.427539,b>c>a>e>d
0.994391,-0.281747,0.108237,1.096347,-0.375089,b>c>e>a>d
1.029243,-0.380628,0.245581,1.230111,-0.401314,b>c>e>d>a
1.064095,-0.303721,0.291363,1.163229,-0.348864,b>c>e>a>d
1.029243,-0.248787,0.382926,1.363874,-0.226482,b>c>e>d>a
1.122182,-0.281747,0.382926,1.386168,-0.156549,b>c>e>a>d
1.098947,-0.270761,0.428707,1.319287,-0.226482,c>b>a>e>d
1.098947,-0.193853,0.52027,1.319287,-0.261448,b>c>a>e>d
1.145416,0.146737,0.382926,1.274699,-0.121582,b>c>a>e>d
1.203503,0.487327,0.382926,1.274699,-0.095357,b>c>a>e>d
1.180268,0.421407,0.474489,1.408462,0.079475,b>c>a>e>d
1.157034,0.201671,0.245581,1.230111,0.070733,b>c>a>e>d
1.191886,0.212658,0.337144,0.984877,0.263049,c>b>a>e>d
1.180268,0.234631,0.337144,0.984877,0.263049,c>b>a>e>d
1.133799,0.267592,0.428707,0.962583,0.131925,c>b>a>e>d
1.029243,0.267592,0.291363,0.739643,0.000801,c>b>a>e>d
