A1,A2,A3,A4,ranking
0.808425,-0.796769,0.664294,-0.001267,b>c>a>d
0.803433,-0.796769,-1.083741,-0.285001,d>a>c>b
0.798442,-0.801451,0.267013,-0.007225,d>b>c>a
0.798442,-0.796769,0.505382,-0.343215,d>b>c>a
0.798442,-0.801451,-0.368636,-0.283626,c>a>d>b
0.803433,-0.801451,-0.845373,0.507989,a>c>b>d
0.808425,-0.801451,-0.845373,0.086742,c>a>b>d
0.813416,-0.801451,-0.050811,-0.915268,b>d>a>c
0.808425,-0.801451,0.267013,-0.446808,d>b>c>a
0.808425,-0.801451,-1.401566,0.225171,c>a>d>b
0.813416,-0.801451,0.267013,-0.725501,d>b>c>a
0.808425,-0.801451,-1.242653,-0.148405,b>c>a>d
0.813416,-0.792088,-0.28918,0.281551,d>b>a>c
0.813416,-0.792088,0.108101,-0.476602,d>c>b>a
0.808425,-0.792088,0.187557,-0.182783,d>c>a>b
0.813416,-0.792088,-0.209723,-0.308837,c>a>b>d
0.818407,-0.792088,0.108101,0.010193,d>b>c>a
0.818407,-0.792088,-0.050811,0.471319,a>c>b>d
0.818407,-0.796769,-0.28918,-0.093858,b>c>a>d
0.823398,-0.792088,-0.130267,0.884774,d>b>c>a
0.823398,-0.792088,0.108101,-0.05948,d>b>c>a
0.818407,-0.801451,0.425926,-0.167199,d>b>c>a
0.818407,-0.796769,0.664294,-0.691122,b>d>a>c
0.818407,-0.796769,0.34647,-0.462851,b>c>a>d
0.823398,-0.796769,-1.32211,0.815559,c>a>b>d
0.828389,-0.796769,-0.607004,-0.026477,d>b>c>a
0.828389,-0.792088,-1.083741,1.449952,d>b>c>a
0.838372,-0.792088,-0.68646,0.326931,c>d>b>a
0.843363,-0.796769,-0.924829,1.587923,d>b>c>a
0.833381,-0.796769,-1.32211,0.774306,a>c>b>d
0.838372,-0.801451,-0.924829,0.137621,d>c>a>b
0.833381,-0.801451,-0.130267,-0.888224,d>b>c>a
0.828389,-0.801451,-0.607004,-1.033988,d>b>a>c
0.828389,-0.806133,-0.130267,-0.208452,b>c>a>d
0.828389,-0.806133,0.425926,-0.400054,d>b>c>a
0.828389,-0.806133,0.267013,-0.506855,d>a>c>b
0.828389,-0.806133,-0.368636,-0.177283,d>c>b>a
0.838372,-0.801451,0.425926,-0.532983,d>b>c>a
0.838372,-0.806133,0.34647,-0.628783,d>c>a>b
0.833381,-0.806133,0.584838,-0.577445,d>b>a>c
0.838372,-0.801451,-1.639934,-0.236413,a>c>b>d
0.838372,-0.801451,-1.163197,-0.492187,a>c>b>d
0.838372,-0.810815,-1.004285,-0.554526,d>b>c>a
0.838372,-0.810815,-0.448092,-0.50548,d>b>c>a
0.833381,-0.810815,-0.765917,-0.210744,d>c>a>b
0.833381,-0.806133,-0.209723,0.114244,d>a>c>b
0.833381,-0.806133,0.34647,0.708299,c>a>b>d
0.823398,-0.801451,-0.765917,-0.208452,d>b>a>c
0.823398,-0.806133,0.34647,0.106452,d>b>c>a
0.823398,-0.806133,-0.130267,-0.035645,d>b>c>a
0.828389,-0.810815,-0.130267,-0.828177,d>b>c>a
0.823398,-0.815496,-0.845373,0.118828,d>a>c>b
0.823398,-0.810815,-1.242653,-0.376676,d>b>c>a
0.818407,-0.806133,-0.368636,-0.429848,d>a>c>b
0.833381,-0.810815,-0.845373,0.543284,d>c>a>b
0.833381,-0.820178,-0.050811,0.027611,d>c>b>a
0.838372,-0.815496,-0.924829,-0.442224,d>b>c>a
0.823398,-0.815496,-1.32211,-0.35605,d>a>c>b
0.798442,-0.806133,-0.765917,2.502841,b>c>a>d
0.803433,-0.810815,-1.560478,-0.337714,d>b>c>a
0.808425,-0.810815,-1.083741,0.193085,d>b>c>a
0.803433,-0.810815,-1.481022,-0.097525,d>b>c>a
0.793451,-0.810815,-1.798847,-0.503647,d>a>c>b
0.803433,-0.820178,-0.28918,0.431899,d>b>c>a
0.808425,-0.815496,-0.924829,-0.444974,d>b>c>a
0.803433,-0.815496,-0.368636,-0.597614,d>a>c>b
0.813416,-0.806133,-0.845373,2.84204,c>a>b>d
0.818407,-0.810815,0.108101,-0.0031,d>b>c>a
0.813416,-0.815496,0.108101,-0.026936,d>b>a>c
0.813416,-0.820178,0.505382,-0.218537,d>c>a>b
0.813416,-0.810815,-0.130267,-0.278126,d>b>c>a
0.793451,-0.82486,-0.28918,-0.274459,b>c>a>d
0.793451,-0.82486,0.028645,-0.607698,d>b>a>c
0.793451,-0.829542,-0.28918,-0.738335,d>b>a>c
0.793451,-0.829542,-0.209723,-0.639784,d>c>b>a
0.798442,-0.82486,-0.050811,-0.390428,d>b>c>a
0.798442,-0.829542,0.425926,-0.228163,b>c>a>d
0.798442,-0.829542,0.505382,-0.433057,b>d>c>a
0.798442,-0.829542,-1.32211,-0.580195,d>b>a>c
0.803433,-0.829542,0.505382,-0.224496,d>b>c>a
0.803433,-0.829542,0.505382,-0.208452,d>b>c>a
0.803433,-0.82486,0.505382,-0.304253,d>b>c>a
0.808425,-0.829542,0.505382,-0.119528,d>b>c>a
0.808425,-0.829542,0.505382,-0.072315,d>b>c>a
0.803433,-0.829542,0.267013,-0.123653,c>a>b>d
0.813416,-0.820178,1.3794,-0.407388,d>c>a>b
0.808425,-0.82486,0.425926,-0.475227,d>b>c>a
0.808425,-0.82486,0.505382,-0.358341,d>b>c>a
0.808425,-0.82486,-0.527548,-0.551776,a>c>b>d
0.803433,-0.82486,-0.130267,-0.800216,d>a>c>b
0.803433,-0.82486,0.664294,-0.389969,d>b>c>a
0.808425,-0.820178,0.425926,-0.319379,d>a>c>b
0.813416,-0.829542,0.584838,0.086283,d>c>b>a
0.813416,-0.829542,0.34647,-0.743836,a>c>b>d
0.808425,-0.829542,0.584838,-0.274,d>b>c>a
0.818407,-0.829542,0.584838,-0.441766,d>b>c>a
0.818407,-0.829542,0.505382,-0.650785,d>b>c>a
0.813416,-0.829542,0.505382,-0.642076,d>b>c>a
0.813416,-0.829542,0.505382,-0.233205,d>b>a>c
0.818407,-0.820178,1.856137,-0.219453,d>c>b>a
0.818407,-0.82486,-1.481022,-0.622824,a>c>b>d
0.813416,-0.82486,1.3794,-0.261166,d>b>c>a
0.813416,-0.820178,0.505382,-0.431682,d>c>a>b
0.823398,-0.82486,1.220487,-1.066991,d>b>c>a
0.823398,-0.82486,0.584838,-0.692497,b>d>a>c
0.818407,-0.82486,1.856137,-0.772713,a>d>c>b
0.818407,-0.820178,1.299943,-0.609531,d>a>c>b
0.818407,-0.820178,0.267013,-0.081482,d>c>b>a
0.823398,-0.820178,1.856137,-0.626033,d>a>b>c
0.828389,-0.820178,0.425926,-0.359717,d>c>b>a
0.823398,-0.820178,0.267013,-0.436724,d>c>b>a
0.823398,-0.820178,0.267013,-0.460101,d>c>a>b
0.828389,-0.815496,0.108101,-0.460559,d>c>a>b
0.833381,-0.820178,0.505382,-0.262999,d>c>b>a
0.833381,-0.820178,0.425926,-0.568278,d>c>b>a
0.833381,-0.82486,-0.050811,-0.14703,c>a>b>d
0.833381,-0.82486,0.425926,-0.561402,d>b>c>a
0.828389,-0.82486,0.028645,-0.694331,c>b>a>d
0.828389,-0.82486,1.856137,-0.277209,a>c>b>d
0.843363,-0.815496,-0.845373,-0.467435,c>a>d>b
0.843363,-0.815496,-1.004285,-0.768588,d>c>a>b
0.843363,-0.820178,-1.083741,-0.769505,c>a>d>b
0.838372,-0.820178,-1.083741,-0.449558,c>a>b>d
0.838372,-0.820178,0.34647,-0.48302,d>b>a>c
0.838372,-0.820178,-0.130267,-0.249706,d>b>c>a
0.838372,-0.82486,-0.28918,-0.524274,a>c>d>b
0.838372,-0.82486,0.267013,-0.68883,d>b>c>a
0.843363,-0.82486,0.505382,-0.328547,d>b>c>a
0.838372,-0.82486,0.267013,-0.488979,a>c>d>b
0.818407,-0.82486,1.299943,-0.747044,b>d>c>a
0.818407,-0.829542,0.584838,-0.781422,c>b>a>d
0.818407,-0.829542,-0.924829,-0.462393,b>d>a>c
0.818407,-0.829542,0.505382,-0.781422,d>b>a>c
0.818407,-0.82486,0.028645,-0.648493,b>a>c>d
0.838372,-0.829542,-0.050811,-0.568736,b>d>a>c
0.828389,-0.829542,-0.209723,-0.155739,a>c>b>d
0.823398,-0.829542,-0.209723,-0.86668,d>a>c>b
0.823398,-0.82486,0.34647,-0.476144,b>c>a>d
0.848354,-0.806133,-1.004285,-0.092483,d>c>a>b
0.843363,-0.810815,-0.607004,0.249465,d>b>a>c
0.843363,-0.810815,-1.083741,-0.426639,c>a>d>b
0.843363,-0.815496,-0.765917,0.434191,c>a>b>d
0.843363,-0.815496,-0.924829,0.266883,a>c>b>d
0.848354,-0.815496,-0.28918,-0.684705,d>b>a>c
0.853345,-0.806133,-1.004285,0.116078,d>b>c>a
0.853345,-0.810815,-0.924829,-0.542609,d>b>c>a
0.853345,-0.810815,-0.28918,0.260925,d>b>c>a
0.848354,-0.810815,-0.607004,0.249923,d>b>c>a
0.853345,-0.815496,-0.527548,0.802267,d>b>c>a
0.853345,-0.815496,-0.368636,-0.290502,d>b>c>a
0.848354,-0.815496,-0.765917,-0.440849,d>b>c>a
0.853345,-0.820178,-0.765917,-0.465143,d>c>b>a
0.848354,-0.815496,-0.924829,-0.547651,a>c>b>d
0.848354,-0.815496,-0.527548,-0.135571,a>c>b>d
0.848354,-0.820178,-0.28918,-0.379427,b>c>a>d
0.848354,-0.820178,-0.368636,0.008818,c>a>b>d
0.848354,-0.820178,-0.050811,0.319597,c>b>a>d
0.848354,-0.820178,-0.050811,-0.010892,b>c>a>d
0.853345,-0.82486,-1.32211,-0.474769,d>c>b>a
0.848354,-0.834223,0.34647,-1.187544,d>b>a>c
0.858337,-0.829542,-0.845373,-1.057365,d>b>a>c
0.858337,-0.815496,-0.527548,0.634501,d>c>a>b
0.858337,-0.820178,-1.163197,0.970491,d>b>c>a
0.853345,-0.820178,-0.68646,0.614791,d>b>c>a
0.858337,-0.82486,-1.083741,1.119463,b>d>c>a
0.858337,-0.810815,-0.68646,0.637251,d>b>c>a
0.858337,-0.810815,-0.28918,-0.498604,d>b>c>a
0.863328,-0.815496,-0.368636,0.595539,d>b>c>a
0.858337,-0.815496,-0.368636,0.316388,d>b>c>a
0.843363,-0.82486,-0.607004,-0.511897,b>d>c>a
0.848354,-0.829542,-0.765917,-0.185075,a>c>b>d
0.848354,-0.82486,-1.71939,0.012485,c>d>a>b
0.848354,-0.82486,-1.083741,-0.338173,b>c>a>d
0.848354,-0.82486,-1.004285,-0.597614,b>a>d>c
0.853345,-0.82486,-0.765917,-0.478894,d>b>a>c
0.843363,-0.834223,-0.845373,0.031737,b>c>a>d
0.848354,-0.829542,-0.050811,-0.157573,b>c>a>d
0.843363,-0.834223,-0.527548,-0.701665,d>b>c>a
0.878301,-0.815496,-1.242653,0.282468,d>c>a>b
0.87331,-0.820178,-0.845373,-0.299669,d>b>c>a
0.87331,-0.815496,-0.368636,-0.214411,d>c>a>b
0.878301,-0.820178,-0.765917,0.152289,d>b>a>c
0.87331,-0.815496,-0.607004,0.203169,d>b>c>a
0.893275,-0.829542,-1.004285,0.382853,c>a>b>d
0.903257,-0.82486,-1.004285,0.612957,d>b>c>a
0.868319,-0.810815,-0.448092,-0.086983,d>b>c>a
0.863328,-0.810815,-0.368636,-0.418389,d>b>c>a
0.868319,-0.815496,-0.28918,-0.411971,d>b>c>a
0.868319,-0.820178,-0.448092,-0.124111,d>b>c>a
0.863328,-0.815496,-0.765917,0.416314,d>b>c>a
0.868319,-0.820178,-0.845373,-0.24008,d>b>a>c
0.87331,-0.820178,-1.083741,1.263393,d>b>c>a
0.868319,-0.82486,-1.878303,1.987168,c>a>b>d
0.878301,-0.820178,-0.765917,-0.169949,d>b>c>a
0.878301,-0.82486,-0.765917,0.850396,d>b>c>a
0.883292,-0.82486,-1.004285,1.521,c>a>b>d
0.878301,-0.829542,-0.845373,-1.147206,d>b>a>c
0.848354,-0.801451,-1.163197,0.64321,d>c>b>a
0.843363,-0.801451,-1.242653,0.300803,d>c>a>b
0.858337,-0.801451,-1.401566,0.31868,d>b>c>a
0.848354,-0.801451,-0.924829,0.8889,d>c>b>a
0.868319,-0.796769,-1.163197,-0.311587,d>c>a>b
0.883292,-0.801451,-1.004285,1.459119,c>a>b>d
0.883292,-0.815496,-0.28918,0.222421,d>b>c>a
0.888284,-0.820178,-0.924829,2.716445,c>b>a>d
0.893275,-0.82486,-1.004285,1.36286,c>b>a>d
0.893275,-0.820178,-1.004285,-0.383094,d>b>c>a
0.893275,-0.810815,-1.163197,1.651637,d>b>c>a
0.87331,-0.810815,-0.28918,-0.686997,d>b>a>c
0.883292,-0.810815,-0.527548,0.515323,d>b>c>a
0.91324,-0.815496,-1.957759,16.181239,b>c>a>d
0.903257,-0.820178,-1.560478,1.009452,d>b>a>c
0.898266,-0.820178,-1.639934,1.025954,d>b>c>a
0.893275,-0.815496,-1.71939,3.251369,d>b>c>a
0.883292,-0.834223,-0.448092,0.184376,d>b>c>a
0.87331,-0.834223,-0.607004,-0.015018,d>b>c>a
0.87331,-0.834223,-0.845373,-0.37851,d>b>c>a
0.883292,-0.834223,-1.004285,0.694548,d>c>a>b
0.87331,-0.838905,-0.28918,-0.388594,d>b>c>a
0.878301,-0.838905,-0.924829,0.782556,d>b>c>a
0.888284,-0.838905,-1.560478,3.597443,a>c>d>b
0.893275,-0.834223,-1.004285,0.524949,d>b>c>a
0.893275,-0.829542,-1.004285,0.8041,d>b>c>a
0.903257,-0.82486,-1.004285,0.250382,d>b>c>a
0.893275,-0.85295,-0.448092,-0.297836,d>b>a>c
0.898266,-0.857632,-1.004285,0.612957,d>b>c>a
0.883292,-0.862314,-1.242653,-0.281793,d>b>c>a
0.888284,-0.857632,-1.401566,3.62082,c>b>a>d
0.898266,-0.834223,-1.242653,1.273935,d>a>b>c
0.903257,-0.838905,-1.083741,0.517157,d>b>a>c
0.908248,-0.838905,-1.004285,0.39202,d>b>c>a
0.903257,-0.843587,-1.083741,0.206378,d>b>c>a
0.898266,-0.838905,-1.878303,0.799516,d>c>b>a
0.903257,-0.829542,-1.163197,0.472236,d>b>c>a
0.908248,-0.843587,-1.163197,-0.084233,d>b>a>c
0.91324,-0.834223,-1.957759,1.274394,d>a>b>c
0.893275,-0.848269,-1.32211,1.637428,d>b>c>a
0.903257,-0.85295,-2.116671,-0.941396,d>b>a>c
0.878301,-0.857632,-0.28918,0.059239,d>b>c>a
0.878301,-0.862314,-0.28918,1.519167,b>c>a>d
0.883292,-0.85295,-1.163197,-0.655369,d>b>c>a
0.883292,-0.866996,-0.845373,0.418147,d>b>c>a
0.883292,-0.866996,-0.924829,0.688589,b>c>a>d
0.938196,-0.857632,-1.878303,0.248548,d>a>c>b
0.953169,-0.946585,-1.004285,-0.281334,d>b>c>a
0.953169,-0.941904,-1.004285,0.655128,d>b>c>a
0.948178,-0.946585,-0.368636,0.560702,d>b>c>a
0.953169,-0.946585,-0.924829,0.379644,d>b>c>a
0.953169,-0.946585,-0.607004,-0.322588,d>b>c>a
0.953169,-0.951267,-0.368636,-0.436265,d>b>c>a
0.953169,-0.951267,-0.28918,0.508448,d>b>c>a
0.948178,-0.946585,-0.448092,0.436483,d>b>c>a
0.943187,-0.937222,-1.004285,1.183635,c>a>b>d
0.943187,-0.937222,-1.242653,1.464161,b>d>c>a
0.948178,-0.937222,-1.560478,1.438492,c>a>b>d
0.973134,-0.871677,1.141031,-0.332214,d>c>a>b
0.983116,-0.895086,0.584838,-0.604489,d>a>c>b
0.948178,-0.951267,-0.28918,0.242131,d>b>c>a
0.953169,-0.955949,-0.845373,0.878357,d>c>b>a
0.948178,-0.951267,-0.68646,-0.65216,d>b>c>a
0.953169,-0.960631,-1.004285,0.174291,d>b>c>a
0.948178,-0.965312,-0.845373,-0.468352,d>b>c>a
0.953169,-0.965312,-1.004285,0.752304,d>b>c>a
0.933204,-0.941904,-1.004285,3.216533,c>a>b>d
0.938196,-0.941904,-0.845373,0.746803,d>b>c>a
0.943187,-0.946585,-0.765917,0.149539,d>b>c>a
0.938196,-0.946585,-1.004285,0.171541,b>c>a>d
0.943187,-0.951267,-0.765917,0.585455,d>b>c>a
0.95816,-0.927858,-1.004285,-0.503188,d>b>c>a
0.953169,-0.93254,-0.924829,0.246256,d>b>c>a
0.948178,-0.93254,-1.401566,0.039529,d>b>a>c
0.953169,-0.927858,-1.242653,2.700401,b>c>a>d
0.95816,-0.927858,-1.083741,0.38927,d>b>c>a
0.95816,-0.937222,-1.004285,0.344807,d>b>c>a
0.95816,-0.927858,-1.083741,0.952155,d>b>c>a
0.953169,-0.937222,-1.004285,0.304012,d>b>c>a
0.968143,-0.927858,-1.481022,0.432816,d>b>c>a
0.973134,-0.93254,-2.116671,2.37908,d>b>a>c
0.963151,-0.937222,-1.481022,0.998451,d>b>a>c
0.963151,-0.93254,-1.401566,-0.097984,d>a>c>b
0.963151,-0.927858,-1.957759,1.928038,c>a>b>d
0.968143,-0.941904,-1.560478,0.743136,c>a>d>b
0.968143,-0.937222,-1.798847,0.198127,d>c>a>b
0.95816,-0.941904,-1.083741,0.033112,d>b>c>a
0.963151,-0.941904,-1.004285,0.611582,c>a>b>d
0.953169,-0.941904,-1.004285,1.163925,d>b>c>a
0.95816,-0.951267,-1.083741,1.421074,d>b>c>a
0.963151,-0.946585,-1.163197,1.190053,b>d>c>a
0.95816,-0.951267,-1.242653,-0.145197,d>a>c>b
0.963151,-0.955949,-1.957759,0.292552,d>b>c>a
0.953169,-0.960631,-1.798847,0.710591,d>b>c>a
0.95816,-0.965312,-1.878303,-0.292335,d>a>c>b
0.95816,-0.960631,-2.116671,-0.103026,d>a>b>c
0.953169,-0.965312,-1.004285,-0.070023,d>b>a>c
0.95816,-0.955949,-1.639934,0.006067,d>b>c>a
0.948178,-0.979358,-1.004285,-0.244664,d>b>a>c
0.948178,-0.979358,-1.083741,-0.097525,d>b>c>a
0.948178,-0.974676,-1.798847,0.238922,c>a>b>d
0.948178,-0.969994,-1.957759,0.299428,a>d>c>b
0.963151,-0.993403,-1.083741,-0.409221,d>b>c>a
0.963151,-0.993403,-1.163197,-0.592572,d>b>c>a
1.008072,-0.988721,-1.083741,-1.012902,d>a>b>c
0.988107,-0.946585,-2.037215,0.163749,d>a>c>b
0.993099,-0.951267,-1.878303,1.243224,d>b>a>c
1.038019,-0.93254,-2.037215,2.859458,a>d>b>c
0.988107,-0.918495,0.028645,-0.647577,d>b>a>c
1.018054,-0.909131,-1.798847,-1.000068,d>a>b>c
0.988107,-0.923177,-2.037215,-0.655369,d>c>a>b
0.993099,-0.923177,-1.957759,0.306762,d>c>a>b
0.993099,-0.927858,-1.957759,-0.291419,d>a>c>b
0.988107,-0.923177,-1.957759,-0.604031,d>b>c>a
0.988107,-0.927858,-2.116671,1.019537,a>c>b>d
0.983116,-0.927858,-1.957759,0.22838,d>b>c>a
0.978125,-0.918495,-2.037215,0.873315,d>a>c>b
0.963151,-0.923177,-1.798847,1.18501,c>a>b>d
0.988107,-0.927858,-1.957759,-0.386302,d>c>a>b
0.993099,-0.927858,-1.957759,-0.472019,a>c>d>b
0.978125,-0.937222,-2.116671,0.936112,d>a>c>b
0.95816,-0.984039,-1.71939,1.915203,d>b>a>c
0.973134,-1.035539,-0.448092,0.009276,d>a>c>b
0.968143,-1.054266,-1.32211,1.424741,a>c>d>b
0.978125,-1.04022,0.505382,-0.036561,d>c>a>b
0.978125,-1.035539,0.187557,0.60654,a>c>b>d
0.983116,-1.04022,0.028645,-0.202952,d>c>a>b
0.973134,-1.01213,-1.957759,-0.377593,d>a>b>c
0.968143,-1.021493,-1.878303,0.418606,d>a>b>c
0.968143,-1.01213,-1.957759,-0.305628,d>b>c>a
0.978125,-1.021493,-1.798847,-0.772713,d>c>a>b
0.968143,-1.016812,-1.71939,2.31399,c>a>d>b
0.963151,-1.021493,-0.209723,-0.507772,d>a>b>c
0.95816,-1.035539,-0.28918,-0.211661,d>a>c>b
0.963151,-1.021493,-0.130267,-1.055073,d>b>a>c
0.973134,-1.030857,-0.130267,-0.367051,b>a>c>d
0.973134,-1.030857,-0.130267,0.560244,a>c>b>d
0.973134,-1.030857,-0.368636,-0.614115,c>a>b>d
0.95816,-1.044902,-0.924829,0.046405,a>c>d>b
0.973134,-1.030857,-0.448092,0.649169,a>c>b>d
0.978125,-1.030857,0.34647,-0.681038,a>c>b>d
0.973134,-1.035539,-0.130267,-0.747503,d>a>c>b
0.973134,-1.035539,-0.130267,-0.546276,a>d>c>b
0.983116,-1.021493,-1.957759,-0.122278,d>a>c>b
0.988107,-1.026175,-2.037215,1.456369,a>c>b>d
0.988107,-1.044902,-0.527548,0.243506,a>c>b>d
0.988107,-1.04022,-0.924829,-0.177741,d>c>a>b
0.983116,-1.035539,-0.448092,-0.070481,d>a>c>b
0.978125,-1.030857,-0.368636,-0.152531,d>c>a>b
0.983116,-1.030857,-0.607004,0.602873,d>c>a>b
0.978125,-1.026175,-0.924829,-0.274917,d>c>b>a
0.988107,-1.030857,-1.163197,0.269175,d>c>a>b
0.948178,-1.01213,-0.527548,0.042279,a>c>b>d
0.948178,-1.016812,-0.368636,0.42869,a>d>c>b
0.948178,-1.026175,-0.28918,0.164207,d>a>c>b
0.948178,-1.016812,-0.845373,-0.438557,d>b>a>c
0.953169,-1.016812,-0.209723,-0.257957,d>a>c>b
0.953169,-1.016812,-0.050811,-0.630158,d>c>b>a
0.953169,-1.007448,-0.527548,-0.837344,d>a>c>b
0.95816,-1.002766,-1.004285,-0.189201,d>a>c>b
0.963151,-1.002766,-2.037215,-0.054897,d>a>c>b
0.95816,-1.007448,-1.481022,0.388811,d>c>a>b
0.95816,-1.007448,-1.798847,-0.457351,d>b>a>c
0.968143,-0.998085,-1.32211,0.450692,d>b>a>c
0.968143,-1.01213,-1.957759,-0.144738,d>b>c>a
0.95816,-1.016812,-0.765917,2.016046,c>a>b>d
0.963151,-1.007448,-1.32211,-0.28821,d>c>a>b
0.95816,-1.021493,-1.083741,2.214981,c>a>b>d
0.918231,-1.002766,0.187557,1.135047,d>a>c>b
0.903257,-1.007448,0.74375,0.548326,a>d>c>b
0.91324,-0.993403,0.028645,-0.419764,d>c>a>b
0.918231,-0.984039,-2.037215,1.719935,d>a>c>b
0.923222,-0.979358,-1.242653,1.022287,a>c>d>b
0.923222,-0.984039,-1.163197,-0.441766,d>c>a>b
0.923222,-0.993403,-0.924829,0.449775,d>c>a>b
0.923222,-1.002766,-1.957759,0.452526,d>a>c>b
0.918231,-1.002766,-0.924829,-0.214411,d>c>a>b
0.918231,-0.993403,-1.878303,0.876982,d>a>c>b
0.938196,-0.951267,-0.765917,0.424565,d>b>c>a
0.943187,-0.951267,-0.368636,-0.311587,d>b>c>a
0.938196,-0.951267,-0.924829,-0.222662,d>b>a>c
0.933204,-0.951267,-1.004285,-0.249248,a>c>d>b
0.938196,-0.951267,-1.004285,-0.197451,b>d>c>a
0.938196,-0.951267,-1.32211,0.285218,d>b>c>a
0.938196,-0.955949,-1.242653,0.313638,d>b>c>a
0.943187,-0.955949,-1.32211,0.383769,d>b>c>a
0.938196,-0.960631,-1.878303,1.852864,d>b>c>a
0.943187,-0.955949,-1.639934,-0.14153,d>b>a>c
0.938196,-0.960631,-1.639934,0.115161,d>b>c>a
0.943187,-1.01213,-1.71939,0.83527,d>c>a>b
0.943187,-1.007448,-1.083741,-0.389511,d>c>a>b
0.943187,-1.002766,-0.924829,-0.185075,d>c>b>a
0.943187,-1.002766,-1.004285,0.205461,b>c>a>d
0.948178,-1.002766,-1.083741,0.067031,a>c>b>d
0.948178,-1.002766,-1.481022,-1.040405,d>a>b>c
0.943187,-0.993403,-0.765917,0.134871,d>b>c>a
0.943187,-1.002766,-0.845373,0.704632,d>c>a>b
0.938196,-1.007448,-0.28918,0.276968,d>b>c>a
0.938196,-1.01213,-1.242653,-0.282251,d>a>c>b
0.953169,-0.993403,-0.845373,-0.004475,d>c>a>b
0.953169,-0.998085,-1.004285,-0.311587,d>c>a>b
0.948178,-0.993403,-0.924829,-0.24008,b>d>a>c
0.948178,-0.993403,-0.845373,-0.454142,b>d>a>c
0.948178,-0.993403,-0.765917,-0.631533,d>a>c>b
0.938196,-1.01213,-0.448092,0.395687,a>c>b>d
0.933204,-1.01213,-0.68646,-0.485312,d>a>c>b
0.933204,-1.01213,-0.607004,-0.196076,b>a>c>d
0.938196,-1.01213,-0.765917,-0.018685,b>a>c>d
0.933204,-1.01213,-0.607004,-0.356966,d>c>a>b
0.923222,-1.030857,-1.878303,-0.342298,d>a>c>b
0.943187,-0.974676,-1.878303,-0.171324,d>c>a>b
0.943187,-0.979358,-1.878303,0.093617,d>b>c>a
0.943187,-0.988721,-1.878303,0.451609,d>a>c>b
0.938196,-0.974676,-1.560478,0.559327,d>c>b>a
0.938196,-0.979358,-0.68646,-0.39822,d>b>c>a
0.938196,-0.984039,-0.924829,1.102503,d>b>c>a
0.938196,-0.988721,-1.957759,-0.226329,a>c>b>d
0.933204,-0.993403,-2.116671,1.203346,d>a>c>b
0.938196,-0.988721,-2.037215,2.171894,a>c>b>d
0.933204,-0.984039,-1.878303,1.862032,a>c>b>d
0.928213,-0.988721,-0.924829,-0.068648,d>a>c>b
0.928213,-0.993403,-1.401566,-0.20066,d>b>c>a
0.928213,-0.993403,-1.32211,0.935196,d>a>c>b
0.943187,-0.965312,-2.116671,3.379256,d>a>b>c
0.938196,-0.974676,-1.957759,-0.399595,d>b>c>a
0.938196,-0.974676,-2.037215,-0.466518,d>b>a>c
0.933204,-0.979358,-1.957759,1.063541,d>a>b>c
0.933204,-0.974676,-1.32211,-0.081024,d>c>b>a
0.933204,-0.969994,-2.116671,-0.24008,d>a>c>b
0.933204,-0.969994,-2.037215,-0.088358,a>d>c>b
0.933204,-0.965312,-1.957759,0.296678,a>c>b>d
0.928213,-0.979358,-1.71939,1.04108,d>b>c>a
0.928213,-0.979358,-1.083741,-0.080566,d>a>b>c
0.928213,-0.960631,-2.116671,-0.048479,d>a>c>b
0.933204,-0.965312,-1.560478,-0.656286,d>a>c>b
0.928213,-0.965312,-1.957759,0.299428,a>c>d>b
0.928213,-0.965312,-1.798847,0.475444,a>c>d>b
0.943187,-0.993403,-1.957759,-0.095234,d>c>a>b
0.938196,-0.993403,-1.957759,-0.647577,d>a>c>b
0.933204,-0.998085,-1.957759,-0.130529,d>a>c>b
0.928213,-1.002766,-1.878303,-0.438099,d>a>c>b
0.933204,-0.998085,-1.957759,2.217732,d>b>c>a
0.933204,-1.007448,-1.481022,0.376894,d>a>c>b
0.933204,-1.007448,-1.798847,6.396287,a>c>b>d
0.928213,-1.01213,-1.163197,0.576746,d>c>a>b
0.91324,-1.016812,-1.560478,1.800609,a>c>d>b
0.928213,-1.01213,-0.924829,0.020736,d>a>c>b
0.933204,-0.913813,0.028645,1.381654,b>c>a>d
0.903257,-0.899768,-1.163197,0.772472,d>b>c>a
0.908248,-0.899768,-1.083741,0.097743,c>a>d>b
0.903257,-0.90445,-1.32211,0.636793,d>b>c>a
0.898266,-0.899768,-1.083741,-0.244664,d>b>c>a
0.898266,-0.90445,-2.037215,0.458485,d>c>a>b
0.898266,-0.90445,-1.957759,-0.086983,a>c>d>b
0.938196,-0.927858,-1.004285,1.452702,d>b>c>a
0.928213,-0.927858,-1.004285,0.52174,d>b>c>a
0.933204,-0.927858,-1.004285,0.344807,d>c>a>b
0.928213,-0.93254,-1.163197,0.141747,d>b>c>a
0.928213,-0.937222,-1.004285,-0.490812,d>b>c>a
0.928213,-0.937222,-1.004285,-0.063606,d>b>a>c
0.928213,-0.937222,-1.004285,-0.455975,d>b>a>c
0.933204,-0.937222,-1.004285,0.821518,d>a>c>b
0.923222,-0.93254,-1.004285,-0.644368,c>a>d>b
